param	expect.	median	Q_0.05	Q_0.95	variance
M_BR_NA	0.4946902691477065	0.4153834478929639	0.042637258768081644	1.2217220425605773	0.13179548198470728
M_BR_EU	0.7587351808664798	0.7328023225069046	0.1245812192559242	1.5390567223230998	0.18760018148788052
T3	0.4941973496050965	0.41985696646429244	0.03347360789775841	1.232821199297905	0.13666734744036962
S2	0.6982819404727519	0.6231390498578548	0.05546788126230233	1.6297817885875703	0.2533507205568041
M_MA_EU	0.9130693184049068	0.9052089108361138	0.14176448583602902	1.7432831525802612	0.24254832457893463
M_NA_BR	0.6935683859535026	0.6634809921185175	0.09497304260730743	1.4588068207105	0.14947249832808354
M_EU_MA	0.7659174258630699	0.7305961914360524	0.09695593416690822	1.544312099615733	0.20570704259263106
S3	0.751429000924909	0.6821534179151059	0.07598035931587219	1.7174367904663086	0.24465498316959325
N_EU	3.033783364588193	2.754543477296829	1.021286401199177	5.830946040153504	2.001391042375555
M_EU_BR	0.9208155518432847	0.9169363955656687	0.22324117024739576	1.7255251407623293	0.189597311360776
T2	0.7690655777397764	0.7818253556887308	0.07659876818458239	1.3765792767206828	0.140729837499904
M_BR_MA	0.6622929555421985	0.6282718817392985	0.05167829990386958	1.4195098479588828	0.18651866964853459
M_MA_BR	0.7414463606129602	0.6739347964525223	0.06963191926479337	1.5805901487668355	0.2261421851195785
M_NA_MA	0.7167494687910226	0.6688035786151886	0.10033039748668665	1.5178953568140665	0.16337062731961585
N_NA	2.1476784315972854	1.5073430716991425	0.5313068237155676	5.838965619527376	2.209842944294144
M_EU_NA	0.6422462359906499	0.5872055262327194	0.1081750392913818	1.341409409046173	0.11292293921282406
S1	1.2627352021980587	1.2736085593700408	0.6277181088924408	1.871943295001984	0.13338409425187686
T1	0.2934753384745529	0.15495412461459632	0.0423475623130798	1.1556249916553496	0.07333319278118826
M_NA_EU	0.9134590948010631	0.8980907698472339	0.1922058254480362	1.6532514492670696	0.1687427105011443
m	0.31502828804483024	0.317086132367452	0.21533647537231446	0.403816765944163	0.001283462823207541
M_MA_NA	0.6377722839092205	0.5810454469174147	0.06966044306755062	1.3974335153897604	0.1759458891084056
N_BR	2.3636251625294835	1.577228108048439	0.34205135703086853	6.546629428863525	4.17371744732678
